0	1.000000e-01	1.093780e+02	-3.81025e-02	
1	1.258925e-01	1.093743e+02	-4.79546e-02	
2	1.584893e-01	1.093685e+02	-6.03443e-02	
3	1.995262e-01	1.093593e+02	-7.59151e-02	
4	2.511886e-01	1.093447e+02	-9.54644e-02	
5	3.162278e-01	1.093217e+02	-1.19970e-01	
6	3.981072e-01	1.092854e+02	-1.50613e-01	
7	5.011872e-01	1.092286e+02	-1.88782e-01	
8	6.309573e-01	1.091401e+02	-2.36043e-01	
9	7.943282e-01	1.090033e+02	-2.94029e-01	
10	1.000000e+00	1.087950e+02	-3.64203e-01	
11	1.258925e+00	1.084841e+02	-4.47450e-01	
12	1.584893e+00	1.080329e+02	-5.43485e-01	
13	1.995262e+00	1.074018e+02	-6.50259e-01	
14	2.511886e+00	1.065583e+02	-7.63720e-01	
15	3.162278e+00	1.054870e+02	-8.78304e-01	
16	3.981072e+00	1.041950e+02	-9.88175e-01	
17	5.011872e+00	1.027095e+02	-1.08861e+00	
18	6.309573e+00	1.010686e+02	-1.17679e+00	
19	7.943282e+00	9.931150e+01	-1.25183e+00	
20	1.000000e+01	9.747204e+01	-1.31426e+00	
21	1.258925e+01	9.557648e+01	-1.36538e+00	
22	1.584893e+01	9.364369e+01	-1.40678e+00	
23	1.995262e+01	9.168664e+01	-1.44009e+00	
24	2.511886e+01	8.971395e+01	-1.46676e+00	
25	3.162278e+01	8.773128e+01	-1.48806e+00	
26	3.981072e+01	8.574225e+01	-1.50503e+00	
27	5.011872e+01	8.374918e+01	-1.51855e+00	
28	6.309573e+01	8.175356e+01	-1.52930e+00	
29	7.943282e+01	7.975633e+01	-1.53786e+00	
30	1.000000e+02	7.775808e+01	-1.54466e+00	
31	1.258925e+02	7.575918e+01	-1.55008e+00	
32	1.584893e+02	7.375987e+01	-1.55439e+00	
33	1.995262e+02	7.176031e+01	-1.55783e+00	
34	2.511886e+02	6.976059e+01	-1.56058e+00	
35	3.162278e+02	6.776076e+01	-1.56279e+00	
36	3.981072e+02	6.576087e+01	-1.56456e+00	
37	5.011872e+02	6.376094e+01	-1.56601e+00	
38	6.309573e+02	6.176099e+01	-1.56721e+00	
39	7.943282e+02	5.976101e+01	-1.56821e+00	
40	1.000000e+03	5.776103e+01	-1.56907e+00	
41	1.258925e+03	5.576104e+01	-1.56984e+00	
42	1.584893e+03	5.376104e+01	-1.57057e+00	
43	1.995262e+03	5.176103e+01	-1.57127e+00	
44	2.511886e+03	4.976102e+01	-1.57201e+00	
45	3.162278e+03	4.776101e+01	-1.57281e+00	
46	3.981072e+03	4.576098e+01	-1.57371e+00	
47	5.011872e+03	4.376093e+01	-1.57478e+00	
48	6.309573e+03	4.176085e+01	-1.57605e+00	
49	7.943282e+03	3.976073e+01	-1.57760e+00	
50	1.000000e+04	3.776054e+01	-1.57952e+00	
51	1.258925e+04	3.576023e+01	-1.58190e+00	
52	1.584893e+04	3.375974e+01	-1.58487e+00	
53	1.995262e+04	3.175897e+01	-1.58859e+00	
54	2.511886e+04	2.975774e+01	-1.59325e+00	
55	3.162278e+04	2.775581e+01	-1.59911e+00	
56	3.981072e+04	2.575275e+01	-1.60646e+00	
57	5.011872e+04	2.374790e+01	-1.61570e+00	
58	6.309573e+04	2.174026e+01	-1.62729e+00	
59	7.943282e+04	1.972819e+01	-1.64183e+00	
60	1.000000e+05	1.770919e+01	-1.66003e+00	
61	1.258925e+05	1.567934e+01	-1.68274e+00	
62	1.584893e+05	1.363270e+01	-1.71093e+00	
63	1.995262e+05	1.156037e+01	-1.74566e+00	
64	2.511886e+05	9.449505e+00	-1.78794e+00	
65	3.162278e+05	7.282605e+00	-1.83850e+00	
66	3.981072e+05	5.037874e+00	-1.89742e+00	
67	5.011872e+05	2.692159e+00	-1.96366e+00	
68	6.309573e+05	2.277426e-01	-2.03479e+00	
69	7.943282e+05	-2.35758e+00	-2.10722e+00	
70	1.000000e+06	-5.04170e+00	-2.17752e+00	
71	1.258925e+06	-7.77782e+00	-2.24446e+00	
72	1.584893e+06	-1.05064e+01	-2.31104e+00	
73	1.995262e+06	-1.31835e+01	-2.38590e+00	
74	2.511886e+06	-1.58184e+01	-2.47998e+00	
75	3.162278e+06	-1.84491e+01	-2.60278e+00	
76	3.981072e+06	-2.11512e+01	-2.76395e+00	
77	5.011872e+06	-2.40524e+01	-2.96807e+00	
78	6.309573e+06	-2.72920e+01	3.073953e+00	
79	7.943282e+06	-3.09438e+01	2.812791e+00	
80	1.000000e+07	-3.49580e+01	2.552003e+00	
81	1.258925e+07	-3.91963e+01	2.305350e+00	
82	1.584893e+07	-4.35296e+01	2.078338e+00	
83	1.995262e+07	-4.79130e+01	1.875634e+00	
84	2.511886e+07	-5.23777e+01	1.712266e+00	
85	3.162278e+07	-5.68961e+01	1.618173e+00	
86	3.981072e+07	-6.12146e+01	1.617515e+00	
87	5.011872e+07	-6.50074e+01	1.688920e+00	
88	6.309573e+07	-6.84310e+01	1.769331e+00	
89	7.943282e+07	-7.25229e+01	1.816928e+00	
90	1.000000e+08	-8.07639e+01	1.892315e+00	
